split,original_split,video_id,file_name,hf_filename,face_detected_ratio,head_yaw_mean,head_yaw_std,head_pitch_mean,head_pitch_std,head_roll_mean,head_roll_std,mouth_movement_mean,mouth_movement_std,shoulder_movement_mean,shoulder_movement_std,hand_movement_mean,hand_movement_std,frame_count,analyzed_duration_seconds,interview_label,label_source
test,train,3S8QUGYVf_w.000,3S8QUGYVf_w.000.mp4,train/3S8QUGYVf_w.000.mp4,1.0,-0.0262364565532976,0.0556223692036094,0.0648318664608684,0.0215052199739399,-0.0470047837833688,0.0759539891257554,0.0512074613834326,0.0304326986711605,0.0047629200030256,0.0048247375375397,0.0892705187477906,0.0926993107285657,74.0,15.291666666666666,0.644859813084112,chalearn_annotation_mirror
test,train,3ccY8jYkI5o.004,3ccY8jYkI5o.004.mp4,train/3ccY8jYkI5o.004.mp4,1.0,-0.0582084873551125,0.0726606541375516,0.0132972872404329,0.0274316656250037,-0.0606714742725984,0.1100205275300569,0.0616607868565579,0.0315383537393523,0.0092281873502421,0.0088171191741423,0.0470205512010281,0.06320302713178,74.0,15.306958333333332,0.7476635514018691,chalearn_annotation_mirror
test,train,3ySH8eJQRCI.001,3ySH8eJQRCI.001.mp4,train/3ySH8eJQRCI.001.mp4,1.0,0.0827728127102015,0.0674401420921212,-0.0374192949023551,0.0217944174604367,-0.2066853876714856,0.235961474504232,0.0406786015949156,0.0319781579050903,0.0054338080163549,0.0052549256585339,0.0673569954713082,0.0810159876636133,77.0,15.3153,0.5794392523364486,chalearn_annotation_mirror
test,validation,4JYmE9a21aI.001,4JYmE9a21aI.001.mp4,validation/4JYmE9a21aI.001.mp4,1.0,-0.0665908906451146,0.0423007211463452,0.0282924029135393,0.0197816622543368,0.28191134259398,0.1213366106358321,0.0583302977009097,0.0319563759564817,0.0034610583807054,0.0039882821019488,0.0401411646176609,0.0814625826430949,77.0,15.3153,0.5700934579439252,chalearn_annotation_mirror
test,train,4V7doeEKsus.002,4V7doeEKsus.002.mp4,train/4V7doeEKsus.002.mp4,1.0,-0.2458117176591283,0.0603314527555408,0.0264103200757672,0.0243855236015865,0.1723674516942428,0.1126900373420127,0.0246112307197757,0.0228247192644841,0.0029816335385534,0.0033161597009828,0.0116050386475706,0.0127473688796682,77.0,15.3153,0.5046728971962616,chalearn_annotation_mirror
test,train,4nir0YtjHVs.002,4nir0YtjHVs.002.mp4,train/4nir0YtjHVs.002.mp4,1.0,0.0038711442722733,0.0843091432634016,-0.0057118734079659,0.0433295780192211,0.0488452419532306,0.140986758614695,0.0669539656913696,0.0432535802377798,0.0070278435768981,0.0098534847037853,0.0591691042489001,0.0826343699104695,77.0,15.3153,0.5327102803738317,chalearn_annotation_mirror
test,train,5BPGRteF64Y.005,5BPGRteF64Y.005.mp4,train/5BPGRteF64Y.005.mp4,1.0,-0.1591317700872573,0.09138849545475,-0.073970779773408,0.0375005018292882,-0.1386676337630855,0.1520783262227928,0.0433158983033218,0.0300865405786628,0.0053159545798872,0.0045070963194447,0.0175952787295477,0.0181012793151908,74.0,15.306958333333332,0.514018691588785,chalearn_annotation_mirror
test,train,5Bgd2zgiT0Q.004,5Bgd2zgiT0Q.004.mp4,train/5Bgd2zgiT0Q.004.mp4,1.0,-0.1327357232744582,0.0785561643059187,0.0819044320880568,0.0153042482563797,-0.1089902138137245,0.0603494480026621,0.0376947619008447,0.0181194819530689,0.007445435969376,0.0067433521315153,0.097801097698572,0.1304485985585048,77.0,15.32,0.719626168224299,chalearn_annotation_mirror
test,train,5KHOpRCxnwQ.005,5KHOpRCxnwQ.005.mp4,train/5KHOpRCxnwQ.005.mp4,1.0,-0.1354770449063473,0.1537390007354307,0.0300025096004403,0.0238826534581953,0.0961065745010922,0.2142072944784529,0.0437475279605944,0.0311983176276273,0.0048224329110166,0.0039317032931769,0.1166151512091018,0.1363605880046449,77.0,15.3153,0.6542056074766355,chalearn_annotation_mirror
test,train,5Wfa94_5Psg.002,5Wfa94_5Psg.002.mp4,train/5Wfa94_5Psg.002.mp4,1.0,0.0288110098289418,0.068549670232339,0.0954352740007302,0.0447323571806734,0.0338887964171364,0.120285144575638,0.0271044591704536,0.0216546067001536,0.0037238411726892,0.0032255004390037,0.0409244299115011,0.0382471592936334,77.0,15.3153,0.5700934579439252,chalearn_annotation_mirror
test,train,5bi_PM3XMEQ.005,5bi_PM3XMEQ.005.mp4,train/5bi_PM3XMEQ.005.mp4,1.0,-0.0204258623717679,0.0406826186949239,0.0811624502298048,0.0224745435912218,0.2552873426527968,0.1673865552677,0.0497969782217546,0.0374847329431394,0.0040172136327859,0.0075362254063171,0.0228217355180859,0.0411533280771023,77.0,15.32,0.514018691588785,chalearn_annotation_mirror
test,validation,6CRet5sD6xI.000,6CRet5sD6xI.000.mp4,validation/6CRet5sD6xI.000.mp4,1.0,0.0347621440665256,0.0895183606921504,0.0568579658791615,0.0299855412351574,-0.0491574653561469,0.1206344974286644,0.0389421491990461,0.0309505496907747,0.0043035603560838,0.0041623685266244,0.0400144498021305,0.0770544667809299,77.0,15.3153,0.5233644859813084,chalearn_annotation_mirror
test,train,6RwVJK3husE.005,6RwVJK3husE.005.mp4,train/6RwVJK3husE.005.mp4,1.0,-0.0214316330083414,0.067817308685711,0.0915592052579469,0.0130557233572457,-0.0010418966093046,0.1021010332102567,0.0361973413292136,0.0199805941082023,0.002846036539892,0.0023110963043051,0.037446033395549,0.0499335773075401,77.0,15.32,0.5981308411214953,chalearn_annotation_mirror
test,train,6wIEiqmuHOM.000,6wIEiqmuHOM.000.mp4,train/6wIEiqmuHOM.000.mp4,1.0,-0.092298086470352,0.0979302034607036,0.047847172812912,0.027000969997011,-0.0516078135545313,0.2377353791249814,0.0581136282513291,0.0422850661930931,0.0035338922197802,0.0036660907176819,0.0193767621242081,0.0257500327175091,77.0,15.32,0.5794392523364486,chalearn_annotation_mirror
test,train,7FXs86Z98E0.002,7FXs86Z98E0.002.mp4,train/7FXs86Z98E0.002.mp4,1.0,0.0361797855898038,0.0394758363106473,0.0979991512748843,0.0463262733021054,-0.0336140650112502,0.1172079372179218,0.0412943257989262,0.0331143935582632,0.0045809752264479,0.0040318481409319,0.0590905863237417,0.0669706922052899,77.0,15.32,0.5981308411214953,chalearn_annotation_mirror
test,validation,7nJPNkWZDOY.004,7nJPNkWZDOY.004.mp4,validation/7nJPNkWZDOY.004.mp4,1.0,-0.0222595349697786,0.0815267345232722,0.0350559942273771,0.0543235421836573,-0.0559867198043476,0.1554543401223257,0.0715221163006883,0.043751381222298,0.0110881264689806,0.0163424233701284,0.0897998180831475,0.1088090916825809,77.0,15.32,0.6074766355140186,chalearn_annotation_mirror
test,train,836kYlEs9GI.003,836kYlEs9GI.003.mp4,train/836kYlEs9GI.003.mp4,1.0,0.0168955168895163,0.0731092498290645,0.0721295905080604,0.0207374401518278,0.0011459868330137,0.2023434900872771,0.0453181939016618,0.0313099537064822,0.005942695354455,0.0067473495845044,0.0107104322815154,0.0096784411372845,74.0,15.306958333333332,0.308411214953271,chalearn_annotation_mirror
test,train,8GFElKeREfQ.000,8GFElKeREfQ.000.mp4,train/8GFElKeREfQ.000.mp4,1.0,0.0639169245860827,0.0835897279882054,0.0992990197513208,0.0219940979763779,0.0415506452886584,0.0430292627089812,0.0383896594534571,0.0269788007031444,0.0082039950452991,0.0080019595689418,0.1247576333953465,0.1475024193155152,77.0,15.3153,0.4485981308411215,chalearn_annotation_mirror
test,train,8gvBbE6iZNo.003,8gvBbE6iZNo.003.mp4,train/8gvBbE6iZNo.003.mp4,1.0,0.1540240683781785,0.0206513629581659,0.0461493253137373,0.0113327615937784,0.1159096828042992,0.0182150188735827,0.0330371712492258,0.0162954545072797,0.0006140240052016,0.0004574392310324,0.0036799448786933,0.0037687575706427,77.0,15.3153,0.6915887850467289,chalearn_annotation_mirror
test,train,8hfhLOXpCNM.002,8hfhLOXpCNM.002.mp4,train/8hfhLOXpCNM.002.mp4,1.0,-0.0215736664027871,0.0257251357834027,0.0046439640916618,0.0275205087639637,0.0243569307857291,0.0590294571535436,0.0484787329759081,0.030016154383675,0.0025737778447757,0.0037119760912835,0.0334188936662469,0.0663972357840395,77.0,15.3153,0.4485981308411215,chalearn_annotation_mirror
test,validation,8qG1sMihtPA.005,8qG1sMihtPA.005.mp4,validation/8qG1sMihtPA.005.mp4,1.0,-0.0250395910095854,0.0631471907038319,0.053045972637877,0.0341019125090907,0.0891282041892604,0.1694692484535763,0.0599684931207204,0.0463566873974599,0.0050191588048438,0.0076168057808681,0.0284303967860277,0.0544176152226279,77.0,15.3,0.5607476635514018,chalearn_annotation_mirror
test,train,8toLcoDcGOY.001,8toLcoDcGOY.001.mp4,train/8toLcoDcGOY.001.mp4,1.0,-0.0939710911410306,0.0151609142696514,0.0028214901630519,0.0207459165019153,0.1077592201980113,0.0598343869582244,0.0290654032335535,0.0174522333631112,0.00559176189217,0.0053225460138509,0.0598282486901744,0.0640093926524947,77.0,15.3153,0.4205607476635514,chalearn_annotation_mirror
test,train,8yFYvQ_kxW8.005,8yFYvQ_kxW8.005.mp4,train/8yFYvQ_kxW8.005.mp4,1.0,-0.014586580833088,0.0630151707491914,0.0321116036113215,0.0263047575561996,0.078389412803295,0.1287919489869621,0.0434747685181766,0.0412658897782838,0.0052167553135236,0.0044352841795157,0.1097668470089201,0.0896243043394145,77.0,15.3,0.4859813084112149,chalearn_annotation_mirror
test,train,9CPKW0sqR3E.001,9CPKW0sqR3E.001.mp4,train/9CPKW0sqR3E.001.mp4,1.0,0.0023876007402526,0.0662871891446312,0.064423686149285,0.0464435987010201,-0.0353880090813521,0.1635980026194104,0.0406179530505049,0.0277091023291192,0.0068766969712026,0.0053981286037989,0.1361095897078349,0.1317859095692096,77.0,15.3153,0.5046728971962616,chalearn_annotation_mirror
test,train,9a-3LrB7cDI.005,9a-3LrB7cDI.005.mp4,train/9a-3LrB7cDI.005.mp4,1.0,-0.025279049515596,0.1047234093927832,0.0142983076669222,0.0275298317554007,0.0076930091410158,0.1178544915439178,0.0689243591152819,0.0399762086837383,0.0031695056884351,0.0042747169865733,0.0391059372387805,0.0432880737430569,74.0,15.291666666666666,0.5420560747663551,chalearn_annotation_mirror
test,train,9hqH1PJ6cG8.001,9hqH1PJ6cG8.001.mp4,train/9hqH1PJ6cG8.001.mp4,0.961038961038961,-0.0603672047678527,0.1010285051131521,0.0249527490698688,0.0311363978335473,0.0321539467593054,0.1352230619306927,0.0443831624857263,0.0337493985956398,0.0090529169545457,0.015771654439269,0.0648760876031932,0.1115925658175749,77.0,15.3153,0.2803738317757009,chalearn_annotation_mirror
test,train,9mAw0B-mEPQ.005,9mAw0B-mEPQ.005.mp4,train/9mAw0B-mEPQ.005.mp4,1.0,-0.0221075154678383,0.0681604392616483,0.0475426981364938,0.0230706933909325,0.0464045078901484,0.1932697103843729,0.0460012713446738,0.0277161381765032,0.0053005834703365,0.0045968113732105,0.0411922700623991,0.0509808959220107,77.0,15.3153,0.6355140186915886,chalearn_annotation_mirror
test,train,9o10YrQykMk.003,9o10YrQykMk.003.mp4,train/9o10YrQykMk.003.mp4,1.0,-0.0253606527423112,0.066929485035597,0.0841898029970147,0.0217297191827381,0.029784069924374,0.1483542934071159,0.043723225498427,0.0339484360754625,0.0060016556125559,0.0065556110429769,0.0592713775836347,0.0726137606922423,77.0,15.3153,0.5887850467289719,chalearn_annotation_mirror
test,train,A1lbD_OCuj4.003,A1lbD_OCuj4.003.mp4,train/A1lbD_OCuj4.003.mp4,1.0,-0.077072766104278,0.0603831833786327,0.0912525270744167,0.0290321481957219,-0.0486744101964938,0.0987183739922551,0.0294082273712083,0.028216627674608,0.003440201472799,0.0041746794453016,0.0073958991145139,0.0065466092413228,74.0,15.306958333333332,0.3925233644859813,chalearn_annotation_mirror
test,train,A7qb47cmxJo.005,A7qb47cmxJo.005.mp4,train/A7qb47cmxJo.005.mp4,1.0,0.0394705220776483,0.0440880829794437,0.0510076081152861,0.0344392860150093,0.0618504620133079,0.0742299583548026,0.0325566506791421,0.0270327769091002,0.0023478255124435,0.0022331786098492,0.0268342732776677,0.0347828161757014,74.0,15.306958333333332,0.3644859813084112,chalearn_annotation_mirror
test,train,Agg7z10B_iY.000,Agg7z10B_iY.000.mp4,train/Agg7z10B_iY.000.mp4,0.987012987012987,0.0313113484174222,0.0630763154199936,0.0158392190226956,0.0307709934487818,-0.1654464744970555,0.1183433638869324,0.0625589103715395,0.0380049427792518,0.0079870857425398,0.0109953917157407,0.1243987975751476,0.10804987694426,77.0,15.3153,0.6728971962616823,chalearn_annotation_mirror
test,train,AlEqtGWa43g.005,AlEqtGWa43g.005.mp4,train/AlEqtGWa43g.005.mp4,1.0,0.1250056459678404,0.0724085917715342,-0.0069458308737571,0.0312720947793377,-0.4149212095573386,0.1463833847716804,0.0558227328650244,0.0412791191270067,0.0013089199354944,0.0015795064855833,0.0669006099547036,0.0708648681419009,77.0,15.3,0.5233644859813084,chalearn_annotation_mirror
test,validation,Alox0G4xUfM.001,Alox0G4xUfM.001.mp4,validation/Alox0G4xUfM.001.mp4,1.0,0.0011850925192516,0.0628407095829346,0.003740261523494,0.0184100907658194,-0.2266141573112073,0.223405531869078,0.0522032509646167,0.0379093084892336,0.0040237310404105,0.0042484013210893,0.0306255046616212,0.0421494784185038,77.0,15.3153,0.5233644859813084,chalearn_annotation_mirror
test,train,AotbiNsU85A.000,AotbiNsU85A.000.mp4,train/AotbiNsU85A.000.mp4,1.0,-0.0304064609807224,0.0328158316718361,0.0376213281745922,0.0192288616426062,-0.0613974499375279,0.0478242953627523,0.0618087402869047,0.0345288419562638,0.0053556962469567,0.006321895518724,0.0784582334734576,0.0994633721379801,77.0,15.3,0.4859813084112149,chalearn_annotation_mirror
test,validation,AvuGsnkWjt8.003,AvuGsnkWjt8.003.mp4,validation/AvuGsnkWjt8.003.mp4,1.0,-0.1505317334968834,0.0572151175077614,0.0378615446854887,0.0255024443231287,-0.1482414329666585,0.3602975889113619,0.0650756617018172,0.0420483132474535,0.0040563273793934,0.0044164324535581,0.060334742696463,0.0809742730502268,77.0,15.3153,0.514018691588785,chalearn_annotation_mirror
test,validation,B-OJ_xZILLg.000,B-OJ_xZILLg.000.mp4,validation/B-OJ_xZILLg.000.mp4,1.0,0.4163798326014096,0.1056522169642397,0.0408345931966832,0.0244605256709507,-0.137985766538857,0.1752201247628844,0.0624963388579298,0.0374762602873556,0.0096105594161064,0.014713612190335,0.1037127097172246,0.1718550459372173,77.0,15.3153,0.439252336448598,chalearn_annotation_mirror
test,train,B9NSU6gQdRw.005,B9NSU6gQdRw.005.mp4,train/B9NSU6gQdRw.005.mp4,1.0,-0.0149417104212067,0.080398775367014,0.040399410971572,0.0289572831466471,-0.1137817189112324,0.1177540509906302,0.0489019368682666,0.0293843431539949,0.0038523328011284,0.0035679274227687,0.0868195436029254,0.1016277063357174,77.0,15.3153,0.850467289719626,chalearn_annotation_mirror
test,train,C8xZ0vhrrFE.000,C8xZ0vhrrFE.000.mp4,train/C8xZ0vhrrFE.000.mp4,1.0,-0.0075397215552361,0.0842771438767835,0.0819053444145911,0.0253757842472663,-0.0130315055805401,0.1982984849123726,0.0528318824895564,0.0431455927346853,0.0013015576143134,0.0015580960569305,0.0330609082831912,0.0561874637037614,77.0,15.3153,0.2056074766355139,chalearn_annotation_mirror
test,train,Cl5jhuLQ9Dg.002,Cl5jhuLQ9Dg.002.mp4,train/Cl5jhuLQ9Dg.002.mp4,1.0,0.0184049416367803,0.0526282339188835,-0.0297329960019114,0.0169586831229206,0.0037300432117398,0.181273074459282,0.0603282741368838,0.0247040519940316,0.0019857488498791,0.0016343907062504,0.023938887470857,0.0335734970274648,77.0,15.3153,0.4672897196261681,chalearn_annotation_mirror
test,validation,Cng72emlXAM.001,Cng72emlXAM.001.mp4,validation/Cng72emlXAM.001.mp4,1.0,-0.1395314739002989,0.1785546332056249,0.0447478963698954,0.0305122213467194,-0.1122723346791163,0.0963042584464564,0.0505515524281078,0.0378638130050519,0.0047550235163717,0.003962936135291,0.0924151728315982,0.0869272697994188,77.0,15.3153,0.4672897196261681,chalearn_annotation_mirror
test,train,D4hPHPp1W-Q.004,D4hPHPp1W-Q.004.mp4,train/D4hPHPp1W-Q.004.mp4,1.0,-0.0107543585412608,0.0341538029577273,-0.0154811293657154,0.0405422506675572,0.034424320946864,0.1915125661386541,0.0559019821971281,0.029188442226784,0.0054629978925234,0.0050494615548232,0.0500728206767708,0.0673773987416809,77.0,15.3153,0.5514018691588785,chalearn_annotation_mirror
test,train,DiaibIBisuM.003,DiaibIBisuM.003.mp4,train/DiaibIBisuM.003.mp4,1.0,-0.0250322114960062,0.0628623059068635,0.1324229600515003,0.0297996555095246,0.0817976416196628,0.1224741073837795,0.0408308408258722,0.0233435443050739,0.0067304390277971,0.0073818552907401,0.0451384528750173,0.0582155262465975,77.0,15.3153,0.6355140186915886,chalearn_annotation_mirror
test,train,DvmzcQI5cnM.004,DvmzcQI5cnM.004.mp4,train/DvmzcQI5cnM.004.mp4,1.0,-0.2123074029764429,0.3076055520090497,0.0584493866458121,0.0194044812902164,0.0496106709906401,0.1317676144947286,0.0378096625784629,0.0267084917589535,0.0038947061116119,0.0037291192765074,0.0214063748488806,0.0564381761326616,77.0,15.32,0.2990654205607476,chalearn_annotation_mirror
test,train,E6rptSS3kP4.000,E6rptSS3kP4.000.mp4,train/E6rptSS3kP4.000.mp4,1.0,-0.0293414223154545,0.0432625856324829,0.021879318562768,0.0296830954394335,0.0950422174995352,0.1699310665719993,0.0633163481213595,0.0328251585273912,0.0048542332578401,0.0051404998670488,0.0688482808549002,0.1217579661847903,77.0,15.3153,0.822429906542056,chalearn_annotation_mirror
test,train,EcOC7ZVRSg4.001,EcOC7ZVRSg4.001.mp4,train/EcOC7ZVRSg4.001.mp4,1.0,-0.0014411654073715,0.0683084654743526,-0.0342076345245943,0.0200796628854819,-0.3645261303681139,0.2424060190428556,0.0446955288704467,0.0299034659983962,0.0038496541141018,0.0046833559230777,0.0138888983708481,0.0584945787584977,77.0,15.3,0.5420560747663551,chalearn_annotation_mirror
test,train,En4aK_1gmlY.000,En4aK_1gmlY.000.mp4,train/En4aK_1gmlY.000.mp4,1.0,-0.0318005652416396,0.1054765727859362,0.0815015529928207,0.0440658967096103,-0.0468439777582409,0.1276295246989157,0.0512709123458931,0.027923446987606,0.0035911057561222,0.0039756270114681,0.0319977666597335,0.0577755282933859,77.0,15.3,0.4018691588785046,chalearn_annotation_mirror
test,train,FkuwzJcoRVI.001,FkuwzJcoRVI.001.mp4,train/FkuwzJcoRVI.001.mp4,1.0,-0.0500925070802859,0.0359367510352164,0.075648881150443,0.0182515222686337,-0.0031384006268021,0.0919550910426745,0.035035644742874,0.0204136167235239,0.0036763929422123,0.0047113508756797,0.0536765186811141,0.0694181452166543,74.0,15.310344827586206,0.4299065420560747,chalearn_annotation_mirror
test,train,Fz1BcPpjNXY.001,Fz1BcPpjNXY.001.mp4,train/Fz1BcPpjNXY.001.mp4,1.0,0.0075927819701088,0.0209737212325283,-0.0171820508705246,0.0174858179174868,-0.0916941034473601,0.0919160850646243,0.0497919886530126,0.027301744969412,0.0057952842136851,0.0085905357673988,0.1050451966161891,0.2136723251445826,77.0,15.3153,0.3177570093457943,chalearn_annotation_mirror
test,train,GG9WPQLI_rg.005,GG9WPQLI_rg.005.mp4,train/GG9WPQLI_rg.005.mp4,1.0,-0.1268756878263649,0.1219483370035014,0.070531335641768,0.0415678302272886,-0.0705062521108628,0.2186687509834708,0.0344364506314571,0.0397091552806599,0.0065683312528399,0.0066758187861482,0.026890146974146,0.0578670974731597,77.0,15.3153,0.4205607476635514,chalearn_annotation_mirror
test,train,Gs-AdRcYSPo.004,Gs-AdRcYSPo.004.mp4,train/Gs-AdRcYSPo.004.mp4,1.0,-0.0021749425536966,0.0650127093265644,0.0590417757056991,0.024339650600352,-0.0088498530191665,0.1933361269644019,0.0570906819575873,0.0331818755761063,0.0029572950855283,0.0043721907840187,0.0236393092095314,0.0512496477836865,77.0,15.3153,0.5233644859813084,chalearn_annotation_mirror
test,train,HEHMW0uiFa4.002,HEHMW0uiFa4.002.mp4,train/HEHMW0uiFa4.002.mp4,1.0,0.0419655165336021,0.1360099120224157,0.0536140393240758,0.042376713642786,-0.0451011991345834,0.2521859861297853,0.0468143322322555,0.0341341963266397,0.042750046836933,0.0359526829577551,0.1673423697556665,0.1512953511129744,77.0,15.3153,0.2616822429906542,chalearn_annotation_mirror
test,train,HT_8WpgGqjk.001,HT_8WpgGqjk.001.mp4,train/HT_8WpgGqjk.001.mp4,1.0,-6.390289580281146e-05,0.0542209357139893,0.0690835785848084,0.0138197624240812,-0.0422937491809818,0.1232517189764787,0.0571015088930956,0.0275362004849269,0.0024866360033219,0.0017378889123055,0.0276023719595128,0.0336712222427708,77.0,15.3,0.514018691588785,chalearn_annotation_mirror
test,validation,HbGeoKBULAA.000,HbGeoKBULAA.000.mp4,validation/HbGeoKBULAA.000.mp4,1.0,-0.0767149572193159,0.0358391061506103,0.0099240263500608,0.0176780260905133,0.0842773673513724,0.1057174840289884,0.0497483654716282,0.0233977406940116,0.0009164257788013,0.0010508417123964,0.0065432061781878,0.0079423805370541,77.0,15.3153,0.7009345794392522,chalearn_annotation_mirror
test,train,Hklc55y7vUI.000,Hklc55y7vUI.000.mp4,train/Hklc55y7vUI.000.mp4,1.0,0.1258328467906211,0.0785059060158627,0.0603896955197675,0.0566362600029049,-0.3158724717606967,0.3242138700785242,0.0758411255187933,0.0524627677565877,0.0148476493799673,0.014552551501788,0.0498875318276631,0.0604379402283218,77.0,15.3153,0.233644859813084,chalearn_annotation_mirror
test,train,I01_ubtktEQ.004,I01_ubtktEQ.004.mp4,train/I01_ubtktEQ.004.mp4,1.0,0.0046604191999688,0.0218554256394352,0.0776831705461194,0.0167466194080889,-0.0504615488644648,0.0398216652827796,0.0390104645104977,0.0292718306875856,0.0047675271184095,0.0061899730721768,0.0638361796252915,0.1013317346534662,77.0,15.3153,0.4672897196261681,chalearn_annotation_mirror
test,validation,IGjI8aP14gg.003,IGjI8aP14gg.003.mp4,validation/IGjI8aP14gg.003.mp4,0.987012987012987,-0.1192144346321942,0.1734074212534541,0.0044987145586958,0.0401711223160559,0.078877945128292,0.2253102755559247,0.086466244814515,0.0413082186177822,0.01387924404219,0.0174294470316233,0.0598621258172067,0.0815411332878521,77.0,15.3,0.2990654205607476,chalearn_annotation_mirror
test,train,II2KVV-uLNI.000,II2KVV-uLNI.000.mp4,train/II2KVV-uLNI.000.mp4,1.0,-0.0919209585071371,0.0925053284412229,0.0607355417506907,0.0215803791748754,0.0113818227327956,0.1138517056721051,0.0382005013246206,0.0253133888504155,0.0050201397942248,0.0052546529551401,0.1166730639531769,0.0944685681580942,77.0,15.3153,0.5046728971962616,chalearn_annotation_mirror
test,validation,IyBCZySg-c4.005,IyBCZySg-c4.005.mp4,validation/IyBCZySg-c4.005.mp4,1.0,0.084270788597156,0.0328093541158385,0.1105276278940437,0.0170921128858148,-0.2221768488114121,0.0681818730772809,0.0377022386593056,0.0279307730810206,0.0019858792614127,0.0016317128530391,0.0054862184553694,0.0056684551132933,77.0,15.3,0.5327102803738317,chalearn_annotation_mirror
