file_name,video_id,age_group,transcription,original_split,hf_filename,interview_label,label_source,label_bin,split
5BPGRteF64Y.005.mp4,5BPGRteF64Y,3,"Things in MLB, like everything pretty much. You seem to be very genre savvy, what other shows, animes or cartoons have you watched previously that you liked?",train,train/5BPGRteF64Y.005.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
5Bgd2zgiT0Q.004.mp4,5Bgd2zgiT0Q,4,"Previous two Q&A videos. I will link both of them below. Definitely go check those out, if you haven't seen them yet. I'm going to do my best to answer as many of these as possible. Let's get started. By the way, I've got my laptop down-",train,train/5Bgd2zgiT0Q.004.mp4,0.719626168224299,chalearn_annotation_mirror,medium,test
5KHOpRCxnwQ.005.mp4,5KHOpRCxnwQ,4,"Here's the thing: if I do this, I have to come up with an intro, a name for all my followers--which is going to be like seven--all seven of you, you've got to have a name. Probably something-",train,train/5KHOpRCxnwQ.005.mp4,0.6542056074766355,chalearn_annotation_mirror,medium,test
5Wfa94_5Psg.002.mp4,5Wfa94_5Psg,4,"I watch little clips on YouTube of Ronaldinho or of Ronaldo, or any player that really gets into it, so to motivate me.",train,train/5Wfa94_5Psg.002.mp4,0.5700934579439252,chalearn_annotation_mirror,medium,test
5bi_PM3XMEQ.005.mp4,5bi_PM3XMEQ,5,"Besides writing letters, and YouTube. I don't know what you're talking about, YouTube and writing letters are my hobbies, there's nothing else.",train,train/5bi_PM3XMEQ.005.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
6CRet5sD6xI.000.mp4,6CRet5sD6xI,4,"-a fire fuck ... Fire fuck driver, that's not what I meant. Hold up. Whoo, whoo. I was actually obsessed with wanting to be a fire truck driver, but I didn't want to be the firefighter. I was too ... I wasn't about that life, you know. All I'm-",validation,validation/6CRet5sD6xI.000.mp4,0.5233644859813084,chalearn_annotation_mirror,medium,test
6RwVJK3husE.005.mp4,6RwVJK3husE,5,"Also, she stuck to it, made their video and all that and then a couple weeks later she was hired. Don't like become a little (deshard) if you haven't been hired at the fairs. Maybe that's [inaudible 00:00:09] she could of research all the fairs and look at the ones that may suit you. So, personally because I'm only eighteen.",train,train/6RwVJK3husE.005.mp4,0.5981308411214953,chalearn_annotation_mirror,medium,test
6wIEiqmuHOM.000.mp4,6wIEiqmuHOM,5,"-is more clever, women or men? I think men and women have equal points. I think that men are more rational than women a lot of times. I'm a very irrational human.",train,train/6wIEiqmuHOM.000.mp4,0.5794392523364486,chalearn_annotation_mirror,medium,test
7FXs86Z98E0.002.mp4,7FXs86Z98E0,4,"... ask 15 facts about you. Now I've already done like 20 facts. You got 5 bonus facts there mate. 20 facts about me video, a link and the description below, do go ahead and check that out. [inaudible 00:00:13] G asks, what is your favorite...",train,train/7FXs86Z98E0.002.mp4,0.5981308411214953,chalearn_annotation_mirror,medium,test
7nJPNkWZDOY.004.mp4,7nJPNkWZDOY,5,"For all the love and the support that you guys have been giving me in the past year, I'm so glad to have such an amazing YouTube family like you guys. Just want to give you all a cyber hug. Yeah, I hope you enjoy my future videos. I hope you enjoy all the content. I hope that ...",validation,validation/7nJPNkWZDOY.004.mp4,0.6074766355140186,chalearn_annotation_mirror,medium,test
836kYlEs9GI.003.mp4,836kYlEs9GI,4,"... many times before. I have never really been big on eating meat. The only meat that I do eat would be seafood. For some reason I have no problem eating seafood. It's just a personal choice mainly for health reasons. I care about animals, but that's-",train,train/836kYlEs9GI.003.mp4,0.308411214953271,chalearn_annotation_mirror,low,test
8GFElKeREfQ.000.mp4,8GFElKeREfQ,5,"... Have it. I hate it, but that's just how it is, I procrastinate. Why is this eye shadow so much more than this one, I don't know. I really don't know. I gotta even this out.",train,train/8GFElKeREfQ.000.mp4,0.4485981308411215,chalearn_annotation_mirror,medium,test
8gvBbE6iZNo.003.mp4,8gvBbE6iZNo,6,"The mission mandate, the challenges that the mission is meant to monitor. Many of those challenges have been reported in the Crimean region of Ukraine, including reported by the Russian Federation.",train,train/8gvBbE6iZNo.003.mp4,0.6915887850467289,chalearn_annotation_mirror,medium,test
8hfhLOXpCNM.002.mp4,8hfhLOXpCNM,4,"... and I've loved that day and then I think the next day afterwards, or the next video I did my introduction video, but my vlog was for one really bad quality. For-",train,train/8hfhLOXpCNM.002.mp4,0.4485981308411215,chalearn_annotation_mirror,medium,test
8qG1sMihtPA.005.mp4,8qG1sMihtPA,4,The recent one. And you can also catch updates about Emirates Airline in general on my Facebook page Catch the Skyfly Girl. I do not post any of my photos too much there because all of them you can see on Instagram. I post new-,validation,validation/8qG1sMihtPA.005.mp4,0.5607476635514018,chalearn_annotation_mirror,medium,test
8toLcoDcGOY.001.mp4,8toLcoDcGOY,5,"Then, better start, better first quarter. All of that just puts me on the back foot, you know? Then, I was fourth, after the start. The car felt great so I could really pass all those Ferraris but it's always ...",train,train/8toLcoDcGOY.001.mp4,0.4205607476635514,chalearn_annotation_mirror,medium,test
8yFYvQ_kxW8.005.mp4,8yFYvQ_kxW8,6,"Yes, I try to show people a large variety because some people like more sweet, some people like more spicy. Some people like more elaborate, some people like more simple. It is my job here to show a wide variety of things but-",train,train/8yFYvQ_kxW8.005.mp4,0.4859813084112149,chalearn_annotation_mirror,medium,test
9CPKW0sqR3E.001.mp4,9CPKW0sqR3E,5,"There's going to be a more detailed ten question survey. It's free. Fill it out, please let me know what you want to know. Why is this important? If you answer my questions I can get better training ...",train,train/9CPKW0sqR3E.001.mp4,0.5046728971962616,chalearn_annotation_mirror,medium,test
9a-3LrB7cDI.005.mp4,9a-3LrB7cDI,7,"Club is just what is designed not to allow happen. These smaller headed clubs on mini drivers, really strong three woods, allow, they have less MOI so allow more movement. That can help. That can hurt, so it-",train,train/9a-3LrB7cDI.005.mp4,0.5420560747663551,chalearn_annotation_mirror,medium,test
9hqH1PJ6cG8.001.mp4,9hqH1PJ6cG8,5,"I would say my best vine in the thrift store[inaudible 00:00:02], let me try to think about this. I got it. My best vine at thrift store was my overalls that I got. Oh my God, I freaking, can't curse on Youtube. I can...",train,train/9hqH1PJ6cG8.001.mp4,0.2803738317757009,chalearn_annotation_mirror,low,test
9mAw0B-mEPQ.005.mp4,9mAw0B-mEPQ,6,"... percent, all the time on both sides, is the only way that a marriage will work or last. If one person is not giving on their end, the marriage is not going to work out. My tips and my key things for making a marriage last is ...",train,train/9mAw0B-mEPQ.005.mp4,0.6355140186915886,chalearn_annotation_mirror,medium,test
9o10YrQykMk.003.mp4,9o10YrQykMk,5,How many people would come. If it was just like maybe between five and 10 people then I think it would be nice to go to like Starbucks or Costa or something to get something to drink and eat and just talk amongst each other because we all seem-,train,train/9o10YrQykMk.003.mp4,0.5887850467289719,chalearn_annotation_mirror,medium,test
A1lbD_OCuj4.003.mp4,A1lbD_OCuj4,7,"Describes as fellowship, then it's pathetic and feeble. It's not even a good facsimile of what the new testament talks about. To give you and idea of how robust real fellowship was in the new testament, I just want to run through ...",train,train/A1lbD_OCuj4.003.mp4,0.3925233644859813,chalearn_annotation_mirror,low,test
A7qb47cmxJo.005.mp4,A7qb47cmxJo,6,"For around. My went to the hospital ER and stayed with her to find out what was going on. She got released. It was actually our first same-sex wedding so one of the grooms came up to him and said, ""Look, Lee it's ...""",train,train/A7qb47cmxJo.005.mp4,0.3644859813084112,chalearn_annotation_mirror,low,test
Agg7z10B_iY.000.mp4,Agg7z10B_iY,4,I just never got to it yet because what I said was I was going to do a Q&A but I was going to make it a little more interesting than the last one. The last one I just kind of had the camera set up and I was just talking and reading the questions off Instagram and stuff like that. This time I just decided why not just incorporate those Q&A questions-,train,train/Agg7z10B_iY.000.mp4,0.6728971962616823,chalearn_annotation_mirror,medium,test
AlEqtGWa43g.005.mp4,AlEqtGWa43g,5,"People don't want to see that even if it's going on. We all have things going on in our personal lives, but we don't have to share those things, because those sorts of things are going to repel people from your business. Even if you think that your pages are super-",train,train/AlEqtGWa43g.005.mp4,0.5233644859813084,chalearn_annotation_mirror,medium,test
Alox0G4xUfM.001.mp4,Alox0G4xUfM,6,"- another is trying to bring an argument, just try to brush it off and just let it go. You could bring it up the next day and continue, but for this day, please just let it go. Don't try to feed into it, because what that would do is just-",validation,validation/Alox0G4xUfM.001.mp4,0.5233644859813084,chalearn_annotation_mirror,medium,test
AotbiNsU85A.000.mp4,AotbiNsU85A,5,"... you lose the purpose of a wedding, but I do still want to have one, a big wedding, just not right now. We decided to just instead of using that money for a big wedding to use it-",train,train/AotbiNsU85A.000.mp4,0.4859813084112149,chalearn_annotation_mirror,medium,test
AvuGsnkWjt8.003.mp4,AvuGsnkWjt8,4,"A question and you just watch and you're a lurker. Okay, good. Bye, bye-bye.  [inaudible 00:00:07] so, get asking your questions, the answers will be on the 9th of December.",validation,validation/AvuGsnkWjt8.003.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
B-OJ_xZILLg.000.mp4,B-OJ_xZILLg,4,Fine but big three at least one piece of Naruto. Those two will get your account taken down within micro-bits because kind of the biggest-,validation,validation/B-OJ_xZILLg.000.mp4,0.43925233644859807,chalearn_annotation_mirror,medium,test
B9NSU6gQdRw.005.mp4,B9NSU6gQdRw,5,"... and everything like that, but I also wanted to, as well, submit the bubble cam footage, a 360 view of the video as well. While I'm doing that Q & A, I will be recording with the bubble cam and t-",train,train/B9NSU6gQdRw.005.mp4,0.850467289719626,chalearn_annotation_mirror,high,test
C8xZ0vhrrFE.000.mp4,C8xZ0vhrrFE,4,"I like lighter colored beers. I think those are IPA's, pale ales, I don't know. Flying Dog also a good brand.",train,train/C8xZ0vhrrFE.000.mp4,0.20560747663551399,chalearn_annotation_mirror,low,test
Cl5jhuLQ9Dg.002.mp4,Cl5jhuLQ9Dg,4,"About maybe how it can increase interactivity and stuff because one of the things I want to do is get to know you guys, get to know my subscribers, stuff like that. I figure the best way to do that would be to offer you guys the chance to ask-",train,train/Cl5jhuLQ9Dg.002.mp4,0.46728971962616817,chalearn_annotation_mirror,medium,test
Cng72emlXAM.001.mp4,Cng72emlXAM,5,"I like to dress up, do my makeup, do my hair, and put on a nice outfit but for a while I would just be in my stocking cap, my wig cap, and rollers in my hair when he came home. We had a conversation and he's just like-",validation,validation/Cng72emlXAM.001.mp4,0.46728971962616817,chalearn_annotation_mirror,medium,test
D4hPHPp1W-Q.004.mp4,D4hPHPp1W-Q,5,"Have a tree for Christmas. We always have a tree for Christmas. I think this year's the first year we have a fake tree but it looks really pretty and stuff. But, we always have a Christmas tree, I don't remember a Christmas where we haven't had a tree. So yeah, I think trees are like.",train,train/D4hPHPp1W-Q.004.mp4,0.5514018691588785,chalearn_annotation_mirror,medium,test
DiaibIBisuM.003.mp4,DiaibIBisuM,4,"... earlier in the year. A few people said that I looked like Johnny Depp. I've had that before, from the beard and the hair. I'm not saying that I look like Johnny Depp, he's a style icon, especially at his age as well. I got-",train,train/DiaibIBisuM.003.mp4,0.6355140186915886,chalearn_annotation_mirror,medium,test
DvmzcQI5cnM.004.mp4,DvmzcQI5cnM,6,"And my feelings are that God looks at it and goes, ""Wow. This is a beautiful system that I've made, and I would love for the people in this system to come to understand how beautiful it is,"" which the people who develop in love do eventually come to see how beautiful ...",train,train/DvmzcQI5cnM.004.mp4,0.29906542056074764,chalearn_annotation_mirror,low,test
E6rptSS3kP4.000.mp4,E6rptSS3kP4,4,"Favorite thing about your book. My favorite thing about my book is my characters. I love my characters, I've worked so hard on them. I just love characters in general and so I love creating them, and putting them in situations. My characters are my favorite part of my book. Question number seven-",train,train/E6rptSS3kP4.000.mp4,0.822429906542056,chalearn_annotation_mirror,high,test
EcOC7ZVRSg4.001.mp4,EcOC7ZVRSg4,5,"Carefully. I'm going to have to say faster than Rita. Runaway mine train would be a bit weird with inversions. It would be cool, but it wouldn't be runaway mine train. Even though it would be crazy.",train,train/EcOC7ZVRSg4.001.mp4,0.5420560747663551,chalearn_annotation_mirror,medium,test
En4aK_1gmlY.000.mp4,En4aK_1gmlY,5,It kinds of shows how I express myself through skateboarding; it shows who I really am. It just takes out an anger ...,train,train/En4aK_1gmlY.000.mp4,0.40186915887850466,chalearn_annotation_mirror,medium,test
FkuwzJcoRVI.001.mp4,FkuwzJcoRVI,4,"... Mac, and I use the drugstore one. I think it's by Revlon, and it's a matte. I think it's called Stay Matte. I use that one. Favorite TV shows, I'm obsessed with the kind of-",train,train/FkuwzJcoRVI.001.mp4,0.4299065420560747,chalearn_annotation_mirror,medium,test
Fz1BcPpjNXY.001.mp4,Fz1BcPpjNXY,5,"... shave your legs. One time I did try and shave my legs. I put the shaving cream on my legs, shaved some of the hair off one time. It felt weird. It felt like a rough part of a rock or something, I shit you not.",train,train/Fz1BcPpjNXY.001.mp4,0.3177570093457943,chalearn_annotation_mirror,low,test
GG9WPQLI_rg.005.mp4,GG9WPQLI_rg,5,I'm not going to confirm that one way or the other but there may already be a channel reserved for gaming. If you're clever enough you can find it and subscribe. Moving on.,train,train/GG9WPQLI_rg.005.mp4,0.4205607476635514,chalearn_annotation_mirror,medium,test
Gs-AdRcYSPo.004.mp4,Gs-AdRcYSPo,5,"Vlogs, because I know I'm a little goofy, and I'm a little animated, and I'm a little out of control, right? I knew I would be good at it because I could just turn on the camera and be 100 percent myself. The best thing that you guys say to me when I meet you in person ...",train,train/Gs-AdRcYSPo.004.mp4,0.5233644859813084,chalearn_annotation_mirror,medium,test
HEHMW0uiFa4.002.mp4,HEHMW0uiFa4,5,"Beans and rice, black beans. Yeah, so he ate more ... I might have, actually I probably will have a couple bananas while we watch ...",train,train/HEHMW0uiFa4.002.mp4,0.2616822429906542,chalearn_annotation_mirror,low,test
HT_8WpgGqjk.001.mp4,HT_8WpgGqjk,5,"Surprised at how that connects you to people and really helps them in their own journey. I hope that helps answer some of your questions. Feel free, please post any questions below or never hesitate.",train,train/HT_8WpgGqjk.001.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
HbGeoKBULAA.000.mp4,HbGeoKBULAA,4,"To the Rabbi's house which was 7 or 8 miles and got lost because I didn't have my phone, I didn't have my GPS and didn't really know where I was going and ran in circles in this one neighbor hood until 10 or 11 o'clock at night.",validation,validation/HbGeoKBULAA.000.mp4,0.7009345794392522,chalearn_annotation_mirror,medium,test
Hklc55y7vUI.000.mp4,Hklc55y7vUI,5,"Now, but yesterday I passed out. It was a long day with no electricity in the morning. I was just tired. So anyways, I just finished my awesome workout. I got two weeks to go and I got some great news, well at least for me. I woke up.",train,train/Hklc55y7vUI.000.mp4,0.23364485981308408,chalearn_annotation_mirror,low,test
I01_ubtktEQ.004.mp4,I01_ubtktEQ,6,"... dance with it, in my tips and tricks. Please let me know in the comments. I'll probably upload those videos in the next couple of weeks. Anyway this will be the last time you see my mug as 30 year old woman, because tomorrow is my birthday and I'm just going to use whatever-",train,train/I01_ubtktEQ.004.mp4,0.46728971962616817,chalearn_annotation_mirror,medium,test
IGjI8aP14gg.003.mp4,IGjI8aP14gg,4,"... Something, or it's so annoying or something, and I'll be like, ""Okay,"" and then, the next day, we'll be like, ""Oh, yeah, I love this so much, I love this, I love it, I love,"" and I'll just be standing there like, ""I like ...""",validation,validation/IGjI8aP14gg.003.mp4,0.29906542056074764,chalearn_annotation_mirror,low,test
II2KVV-uLNI.000.mp4,II2KVV-uLNI,5,"If I'd have at least read some more fashion magazines, I think I'd have known about ... Yeah, put this with this and this with this, which I didn't do. I just used to go in shops and buy crap.",train,train/II2KVV-uLNI.000.mp4,0.5046728971962616,chalearn_annotation_mirror,medium,test
IyBCZySg-c4.005.mp4,IyBCZySg-c4,4,"I was always thankful no matter how many subs I had. Whether it was 20. Back when I started, I barely had 20 subscribers, but I was still thankful. You know? When I first hit 100, i was always thankful. When I hit 500. When my old channel hit 1000. When I made the new channel, when that hit ...",validation,validation/IyBCZySg-c4.005.mp4,0.5327102803738317,chalearn_annotation_mirror,medium,test
J0I8JzMR4IE.005.mp4,J0I8JzMR4IE,5,"Wanting to start a YouTube channel like Martin. Now, I would have to say that all the tips and tricks for any kind of YouTube channel would be the same, no matter if you're making beauty videos, or you're making entertainment or personality vlogs. Whatever it is, I would say that being yourself, uploading consistently and having",train,train/J0I8JzMR4IE.005.mp4,0.644859813084112,chalearn_annotation_mirror,medium,test
J9WyswA0vow.004.mp4,J9WyswA0vow,5,"So much, you guys don't even know how much this means, actually getting people to ask me questions is like crazy, but if you guys liked it, give this video a big thumbs up. If you guys want to see something like this again, put down in the comments section below so I can know. Tell me what you guys want to-",validation,validation/J9WyswA0vow.004.mp4,0.616822429906542,chalearn_annotation_mirror,medium,test
JKDEEwxZwrw.001.mp4,JKDEEwxZwrw,5,"When I record the videos, I have a bunch of different people who help me out in filming them, so the Owlet is any number of people. When we filmed that live exploit hunters, you saw that the Owlet in that one was Hughey. So Hughey is one of the guys who helps me a lot. Dark Diablo helps me a lot.",train,train/JKDEEwxZwrw.001.mp4,0.43925233644859807,chalearn_annotation_mirror,medium,test
JZNMxa3OKHY.005.mp4,JZNMxa3OKHY,4,"It's crazy, I've always been really into how society plays a role in human behavior. That was always my thing in college, and then I just randomly got into special education and I truly do-",train,train/JZNMxa3OKHY.005.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
JiXJeI5_jGM.003.mp4,JiXJeI5_jGM,4,"Lots of protein on every single meal, and I try to avoid sugar as much as I can. Once a week, I have a cheat day when I can eat whatever I want, and-",train,train/JiXJeI5_jGM.003.mp4,0.5514018691588785,chalearn_annotation_mirror,medium,test
Jv2lyDcOmEM.002.mp4,Jv2lyDcOmEM,5,"I love Labradors and I love big dogs. I'm not a fan of small dogs, even though I kind of have 2 small dogs. I have cocker spaniels but I do love them but I'm more in to big dogs. I really really want-",train,train/Jv2lyDcOmEM.002.mp4,0.14953271028037382,chalearn_annotation_mirror,low,test
JzXnxQDnwWE.005.mp4,JzXnxQDnwWE,5,"... poking your ear and it's like sort of curving and it just kind of really really hurts. It doesn't hurt as much when they straight go in, but when they start like tugging around to put  the bead on it. If this makes any sense at all, that bit really, really hurts. I would probably give that ...",validation,validation/JzXnxQDnwWE.005.mp4,0.5700934579439252,chalearn_annotation_mirror,medium,test
K9ZTOb6PbfQ.002.mp4,K9ZTOb6PbfQ,5,"Discomfort. It is important to hydrate with water and watch for signs of dehydration such as dry mouth, thirst, headache and dizziness. If adults or children experience a fever or chills or the burn covers 20% or more of the body-",validation,validation/K9ZTOb6PbfQ.002.mp4,0.6355140186915886,chalearn_annotation_mirror,medium,test
KGRUaRe3r7I.002.mp4,KGRUaRe3r7I,5,"... where the ideas that make up Idea Channel come from. I really wish that there was a more interesting answer to this question. I try to read a lot. I read, maybe, a book a week, if not more. I try to watch, and listen to, and read as much as I possibly-",train,train/KGRUaRe3r7I.002.mp4,0.8130841121495327,chalearn_annotation_mirror,high,test
KsToJAKi7xQ.000.mp4,KsToJAKi7xQ,5,"And if a particular area feels like it's getting locked down really easily by just a couple of players paying attention, we'll start to add more routes until we feel we've hit that sweet spot where you don't lose control of the space but you can't completely dominate it by standing in one position.",train,train/KsToJAKi7xQ.000.mp4,0.514018691588785,chalearn_annotation_mirror,medium,test
Lt89YrQHF_w.000.mp4,Lt89YrQHF_w,5,"It's a boot that can slip on and there you go. You don't have to worry about lacing and all that stuff. I literally just slide my foot in and I'm good. In terms of jacket, stuff like that...",validation,validation/Lt89YrQHF_w.000.mp4,0.3925233644859813,chalearn_annotation_mirror,low,test
Me22JENkhJA.005.mp4,Me22JENkhJA,5,"... [Bo 00:00:15] asked me who's winning game seven tomorrow Spurs or Heat? That game seven? Spurs or Heat? I don't know. I don't even know who won, that happened a while ago. I don't watch sports.",train,train/Me22JENkhJA.005.mp4,0.2523364485981308,chalearn_annotation_mirror,low,test
MvWDky9ZaWU.000.mp4,MvWDky9ZaWU,5,"To create that depth where it was add a blurriness effect, you can just do that with the fast blur which you can also find in Premier Pro if you're not familiar with After Effects, but not add the fast blur to the whole image but-",train,train/MvWDky9ZaWU.000.mp4,0.8878504672897195,chalearn_annotation_mirror,high,test
N0UweTwwQqQ.000.mp4,N0UweTwwQqQ,4,"Mine is nowhere near the best it could be. I really do need to upgrade my lens on my SLR and kind of work on that, but it's a really good place to start and you don't have to get all of these really expensive things. Just a normal camera and a cheap tripod with one-",train,train/N0UweTwwQqQ.000.mp4,0.6635514018691588,chalearn_annotation_mirror,medium,test
N5YT0FFd3-s.005.mp4,N5YT0FFd3-s,5,.. my message out. That's more on my Question Your Food health fitness channel. I like to be able to help people to get healthy and stuff. I really like giving back and helping people. Even on this channel too. I like being entertaining and having fun and making you guys laugh and making you-,validation,validation/N5YT0FFd3-s.005.mp4,0.6074766355140186,chalearn_annotation_mirror,medium,test
NDC375coN1o.002.mp4,NDC375coN1o,4,... sleep [inaudible 00:00:15]. I'm in bed still. The other reason I haven't been able to post videos is because I'm just-,train,train/NDC375coN1o.002.mp4,0.07476635514018691,chalearn_annotation_mirror,low,test
NTATNIs2sSc.001.mp4,NTATNIs2sSc,5,People my age cause we went to a skiing place in Michigan and I met a couple of locals. I spent my New Year's Eve with them and it was a lot of fun.,train,train/NTATNIs2sSc.001.mp4,0.3644859813084112,chalearn_annotation_mirror,low,test
NXG4n1pr4Ok.001.mp4,NXG4n1pr4Ok,5,"Actually watching and commenting so that's ... I'm like, ""This is cool. This is fun. Let me try one more."" The next one I did was this floating hamburger prank which was really fun or I think it was before that was a robbery prank where we prete-",train,train/NXG4n1pr4Ok.001.mp4,0.43925233644859807,chalearn_annotation_mirror,medium,test
NkFJuN8fBDU.000.mp4,NkFJuN8fBDU,5,"I did think about death. I thought about all different types of things that you think about when you're depressed, basically. I did go up to a psychiatrist, talked about my break up and ...",train,train/NkFJuN8fBDU.000.mp4,0.47663551401869153,chalearn_annotation_mirror,medium,test
Nv0-x4K9YFI.001.mp4,Nv0-x4K9YFI,5,"... I might stream it. I'm going to highlight the stream and then I'm going to just upload it to TPG, and then boom, be ready to go. This way I don't have to download the video, cut what needs to be cut, and then go from-",train,train/Nv0-x4K9YFI.001.mp4,0.37383177570093457,chalearn_annotation_mirror,low,test
OEKg-Tvwcbk.000.mp4,OEKg-Tvwcbk,5,"Wednesday, so I have so many appointments that I need to like fit in within the next two weeks that I know I need to, they all need to be written down and time managed and whatever, but like what a joke. You guys, I don't need to-",train,train/OEKg-Tvwcbk.000.mp4,0.616822429906542,chalearn_annotation_mirror,medium,test
OXkDmd3nA94.001.mp4,OXkDmd3nA94,5,"Do you wear glasses and when did you get them? I have a prescription that I got, I think like six years ago or five years ago, but I don't wear them just because.",validation,validation/OXkDmd3nA94.001.mp4,0.22429906542056074,chalearn_annotation_mirror,low,test
OgPC4wnLJR0.004.mp4,OgPC4wnLJR0,5,"[Leanne Dowling 00:00:17] asked, ""What training have you done to get where you are?"" Again, I took a ton of art classes. I did go to Cinema Makeup School, which I have a whole video on. A lot of you guys have asked questions and asked me questions constantly about-",train,train/OgPC4wnLJR0.004.mp4,0.2523364485981308,chalearn_annotation_mirror,low,test
